16,2592.5,1728.5,0.0042965,460
0,15.5,124.5,2710,2366
23,0,125,3016,2322
0,15.5,148.8,2702,2148
23,0,149,3023,2105
0,15.5,173.5,2696,1910
23,0,173.9,3029,1868
0,15.5,198,2693,1654
23,0,198.3,3032,1617
0,16,222.5,2677,1383
23,0,222.9,3034,1346
0,16,246.5,2670,1092
23,0,247,3038,1060
0,40,173.5,2496,1831
0,40,198,2482,1589
47.5,0,173.5,3188,1775
47.5,0,198.2,3195,1534
